Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối,matched_txn_id,from,subject,kind,user_account,label
WLFJR-CD-0107,****0104,CARD_PAYMENT,SUCCESS,18.09,EUR,116.86,0.0,0.0,Namecheap,2026-03-11 12:40:00,,CD-0107,,,,,OTHER
WLFJR-CD-0067,****0101,CARD_PAYMENT,SUCCESS,8.47,USD,96.33,0.0,0.0,The Coffee House,2026-03-10 08:35:00,,CD-0067,,,,,OTHER
WLFJR-WL-0093,,WALLET_WITHDRAW_BANK,SUCCESS,1583.66,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-09 19:41:00,,WL-0093,,,,,OTHER
WLFJR-WL-0094,,WALLET_WITHDRAW,SUCCESS,505.74,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-03-09 17:41:00,,WL-0094,,,,,OTHER
WLFJR-CD-0246,****0103,CARD_TOP_UP,SUCCESS,505.74,USD,1167.86,0.0,0.0,Top-up from wallet,2026-03-09 17:41:00,,CD-0246,,,,,OTHER
WLFJR-CD-0008,****0102,CARD_PAYMENT,FAILURE,9.99,USD,355.72,0.0,0.0,Subscription Spotify P0F2K,2026-03-09 14:17:00,,CD-0008,receipts@spotify.com,Your receipt from Spotify P0F2K,receipt,wealifytester,SUBSCRIPTION
WLFJR-WL-0095,,WALLET_WITHDRAW,SUCCESS,180.01,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-03-09 10:41:00,,WL-0095,,,,,OTHER
WLFJR-CD-0247,****0103,CARD_TOP_UP,SUCCESS,180.01,USD,1167.86,0.0,0.0,Top-up from wallet,2026-03-09 10:41:00,,CD-0247,,,,,OTHER
WLFJR-WL-0022,,WALLET_TOP_UP,SUCCESS,2245.76,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-03-09 00:41:00,,WL-0022,,,,,OTHER
WLFJR-CD-0244,****0101,CARD_TOP_UP,SUCCESS,304.41,USD,96.33,0.0,0.0,Top-up from wallet,2026-03-08 22:56:00,,CD-0244,,,,,OTHER
WLFJR-WL-0091,,WALLET_WITHDRAW,SUCCESS,304.41,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-03-08 22:56:00,,WL-0091,,,,,OTHER
WLFJR-CD-0245,****0104,CARD_TOP_UP,SUCCESS,241.91,EUR,116.86,0.0,0.0,Top-up from wallet,2026-03-08 20:56:00,,CD-0245,,,,,OTHER
WLFJR-WL-0092,,WALLET_WITHDRAW,SUCCESS,241.91,USD,,0.0,0.0,Nạp vào thẻ Volcano EU (VC04),2026-03-08 20:56:00,,WL-0092,,,,,OTHER
WLFJR-WL-0089,,WALLET_WITHDRAW_BANK,SUCCESS,1468.07,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-08 11:56:00,,WL-0089,,,,,OTHER
WLFJR-CD-0243,****0103,CARD_TOP_UP,SUCCESS,353.08,USD,1167.86,0.0,0.0,Top-up from wallet,2026-03-08 01:56:00,,CD-0243,,,,,OTHER
WLFJR-WL-0090,,WALLET_WITHDRAW,SUCCESS,353.08,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-03-08 01:56:00,,WL-0090,,,,,OTHER
WLFJR-WL-0021,,WALLET_TOP_UP,SUCCESS,2416.83,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-03-08 00:56:00,,WL-0021,,,,,OTHER
WLFJR-CD-0241,****0103,CARD_TOP_UP,SUCCESS,411.84,USD,1167.86,0.0,0.0,Top-up from wallet,2026-03-07 21:30:00,,CD-0241,,,,,OTHER
WLFJR-WL-0087,,WALLET_WITHDRAW,SUCCESS,411.84,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-03-07 21:30:00,,WL-0087,,,,,OTHER
WLFJR-WL-0085,,WALLET_WITHDRAW_BANK,SUCCESS,1331.82,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-07 21:30:00,,WL-0085,,,,,OTHER
WLFJR-WL-0088,,WALLET_WITHDRAW,SUCCESS,166.46,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-03-07 18:30:00,,WL-0088,,,,,OTHER
WLFJR-CD-0242,****0101,CARD_TOP_UP,SUCCESS,166.46,USD,96.33,0.0,0.0,Top-up from wallet,2026-03-07 18:30:00,,CD-0242,,,,,OTHER
WLFJR-WL-0086,,WALLET_WITHDRAW,SUCCESS,481.25,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-03-07 15:30:00,,WL-0086,,,,,OTHER
WLFJR-CD-0240,****0101,CARD_TOP_UP,SUCCESS,481.25,USD,96.33,0.0,0.0,Top-up from wallet,2026-03-07 15:30:00,,CD-0240,,,,,OTHER
WLFJR-WL-0009,,WALLET_TOP_UP,SUCCESS,2421.86,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-03-07 08:30:00,,WL-0009,,,,,OTHER
WLFJR-WL-0083,,WALLET_WITHDRAW_BANK,SUCCESS,2241.53,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-07 06:04:00,,WL-0083,,,,,OTHER
WLFJR-CD-0239,****0102,CARD_TOP_UP,SUCCESS,161.11,USD,355.72,0.0,0.0,Top-up from wallet,2026-03-06 23:04:00,,CD-0239,,,,,OTHER
WLFJR-WL-0084,,WALLET_WITHDRAW,SUCCESS,161.11,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-03-06 23:04:00,,WL-0084,,,,,OTHER
WLFJR-WL-0008,,WALLET_TOP_UP,SUCCESS,2370.55,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-03-06 17:04:00,,WL-0008,,,,,OTHER
WLFJR-CD-0002,****0102,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,0.0,0.0,Subscription NETFLIX.COM,2026-03-06 13:19:00,,CD-0002,receipts@netflix.com,Your receipt from NETFLIX.COM,receipt,wealifytester,SUBSCRIPTION
WLFJR-WL-0081,,WALLET_WITHDRAW_BANK,SUCCESS,2216.74,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-05 03:26:00,,WL-0081,,,,,OTHER
WLFJR-CD-0083,****0102,CARD_PAYMENT,PROCESSING,33.89,USD,355.72,0.0,0.0,Namecheap,2026-03-04 21:55:00,,CD-0083,,,,,OTHER
WLFJR-WL-0082,,WALLET_WITHDRAW,SUCCESS,286.3,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-03-04 17:26:00,,WL-0082,,,,,OTHER
WLFJR-CD-0238,****0101,CARD_TOP_UP,SUCCESS,286.3,USD,96.33,0.0,0.0,Top-up from wallet,2026-03-04 17:26:00,,CD-0238,,,,,OTHER
WLFJR-WL-0007,,WALLET_TOP_UP,SUCCESS,2531.07,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-03-04 11:26:00,,WL-0007,,,,,OTHER
WLFJR-WL-0078,,WALLET_WITHDRAW_BANK,SUCCESS,978.09,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-04 05:44:00,,WL-0078,,,,,OTHER
WLFJR-WL-0080,,WALLET_WITHDRAW,SUCCESS,509.28,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-03-04 02:44:00,,WL-0080,,,,,OTHER
WLFJR-CD-0237,****0103,CARD_TOP_UP,SUCCESS,509.28,USD,1167.86,0.0,0.0,Top-up from wallet,2026-03-04 02:44:00,,CD-0237,,,,,OTHER
WLFJR-CD-0020,****0103,CARD_PAYMENT,SUCCESS,20.0,USD,1167.86,0.0,0.0,Subscription OPENAI *CHATGPT SUBSCR,2026-03-03 19:02:00,,CD-0020,receipts@openai.com,Your receipt from OPENAI,receipt,wealifytester,SUBSCRIPTION
WLFJR-WL-0079,,WALLET_WITHDRAW,SUCCESS,476.82,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-03-03 16:44:00,,WL-0079,,,,,OTHER
WLFJR-CD-0236,****0102,CARD_TOP_UP,SUCCESS,476.82,USD,355.72,0.0,0.0,Top-up from wallet,2026-03-03 16:44:00,,CD-0236,,,,,OTHER
WLFJR-WL-0006,,WALLET_TOP_UP,SUCCESS,1828.43,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-03-03 14:44:00,,WL-0006,,,,,OTHER
WLFJR-CD-0058,****0101,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,0.0,0.0,Subscription NORDVPN *MONTHLY,2026-02-28 14:09:00,,CD-0058,receipts@nordvpn.com,Your receipt from NORDVPN,receipt,wealifytester,SUBSCRIPTION
WLFJR-CD-0235,****0102,CARD_TOP_UP,SUCCESS,261.32,USD,355.72,0.0,0.0,Top-up from wallet,2026-02-28 10:25:00,,CD-0235,,,,,OTHER
WLFJR-WL-0077,,WALLET_WITHDRAW,SUCCESS,261.32,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-02-28 10:25:00,,WL-0077,,,,,OTHER
WLFJR-CD-0052,****0102,CARD_PAYMENT,SUCCESS,16.0,USD,355.72,0.0,0.0,Subscription CLOUDWAYS HOSTING,2026-02-27 17:31:00,,CD-0052,receipts@cloudways.com,Your receipt from CLOUDWAYS HOSTING,receipt,wealifytester,SUBSCRIPTION
WLFJR-CD-0209,****0105,CARD_PAYMENT,SUCCESS,6.5,USD,2.0,0.0,0.0,Old card,2026-02-27 16:00:00,,CD-0209,,,,,OTHER
WLFJR-WL-0005,,WALLET_TOP_UP,SUCCESS,392.97,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-02-27 14:25:00,,WL-0005,,,,,OTHER
WLFJR-CD-0233,****0103,CARD_TOP_UP,SUCCESS,507.6,USD,1167.86,0.0,0.0,Top-up from wallet,2026-02-26 17:49:00,,CD-0233,,,,,OTHER
WLFJR-WL-0075,,WALLET_WITHDRAW,SUCCESS,507.6,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-02-26 17:49:00,,WL-0075,,,,,OTHER
WLFJR-WL-0074,,WALLET_WITHDRAW_BANK,SUCCESS,1154.46,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-02-26 13:49:00,,WL-0074,,,,,OTHER
WLFJR-WL-0076,,WALLET_WITHDRAW,SUCCESS,173.81,USD,,0.0,0.0,Nạp vào thẻ Volcano EU (VC04),2026-02-26 03:49:00,,WL-0076,,,,,OTHER
WLFJR-CD-0234,****0104,CARD_TOP_UP,SUCCESS,173.81,EUR,116.86,0.0,0.0,Top-up from wallet,2026-02-26 03:49:00,,CD-0234,,,,,OTHER
WLFJR-WL-0020,,WALLET_TOP_UP,SUCCESS,1780.6,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-02-25 22:49:00,,WL-0020,,,,,OTHER
WLFJR-CD-0229,****0101,CARD_TOP_UP,SUCCESS,473.01,USD,96.33,0.0,0.0,Top-up from wallet,2026-02-25 21:54:00,,CD-0229,,,,,OTHER
WLFJR-WL-0070,,WALLET_WITHDRAW,SUCCESS,473.01,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-02-25 21:54:00,,WL-0070,,,,,OTHER
WLFJR-CD-0228,****0102,CARD_TOP_UP,SUCCESS,382.98,USD,355.72,0.0,0.0,Top-up from wallet,2026-02-25 10:54:00,,CD-0228,,,,,OTHER
WLFJR-WL-0069,,WALLET_WITHDRAW,SUCCESS,382.98,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-02-25 10:54:00,,WL-0069,,,,,OTHER
WLFJR-WL-0072,,WALLET_WITHDRAW,SUCCESS,433.8,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-02-25 06:54:00,,WL-0072,,,,,OTHER
WLFJR-CD-0231,****0101,CARD_TOP_UP,SUCCESS,433.8,USD,96.33,0.0,0.0,Top-up from wallet,2026-02-25 06:54:00,,CD-0231,,,,,OTHER
WLFJR-WL-0071,,WALLET_WITHDRAW,SUCCESS,187.15,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-02-25 03:54:00,,WL-0071,,,,,OTHER
WLFJR-CD-0230,****0103,CARD_TOP_UP,SUCCESS,187.15,USD,1167.86,0.0,0.0,Top-up from wallet,2026-02-25 03:54:00,,CD-0230,,,,,OTHER
WLFJR-WL-0073,,WALLET_WITHDRAW,SUCCESS,93.78,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-02-25 01:54:00,,WL-0073,,,,,OTHER
WLFJR-CD-0232,****0103,CARD_TOP_UP,SUCCESS,93.78,USD,1167.86,0.0,0.0,Top-up from wallet,2026-02-25 01:54:00,,CD-0232,,,,,OTHER
WLFJR-WL-0004,,WALLET_TOP_UP,SUCCESS,1556.82,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-02-25 00:54:00,,WL-0004,,,,,OTHER
WLFJR-CD-0046,****0103,CARD_PAYMENT,SUCCESS,15.0,USD,1167.86,0.0,0.0,Subscription FIGMA.COM,2026-02-24 12:13:00,,CD-0046,receipts@figma.com,Your receipt from FIGMA.COM,receipt,wealifytester,SUBSCRIPTION
WLFJR-CD-0102,****0103,CARD_PAYMENT,PROCESSING,596.0,USD,1167.86,0.0,0.0,Booking.com,2026-02-23 10:28:00,,CD-0102,noreply@grab.com,Order confirmation - Grab,receipt,wealifytester,SUBSCRIPTION
WLFJR-CD-0122,****0102,CARD_PAYMENT,SUCCESS,302.13,USD,355.72,0.0,0.0,Google Ads,2026-02-22 01:58:00,,CD-0122,,,,,OTHER
WLFJR-CD-0040,****0101,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,0.0,0.0,Subscription CANVA* PRO MONTHLY,2026-02-21 10:03:00,,CD-0040,receipts@canva.com,Your receipt from CANVA,receipt,wealifytester,SUBSCRIPTION
WLFJR-CD-0208,****0105,CARD_PAYMENT,SUCCESS,41.2,USD,2.0,0.0,0.0,Old card,2026-02-20 11:00:00,,CD-0208,,,,,OTHER
WLFJR-WL-0067,,WALLET_WITHDRAW_BANK,SUCCESS,1441.55,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-02-20 07:05:00,,WL-0067,,,,,OTHER
WLFJR-CD-0227,****0102,CARD_TOP_UP,SUCCESS,285.23,USD,355.72,0.0,0.0,Top-up from wallet,2026-02-19 17:05:00,,CD-0227,,,,,OTHER
WLFJR-WL-0068,,WALLET_WITHDRAW,SUCCESS,285.23,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-02-19 17:05:00,,WL-0068,,,,,OTHER
WLFJR-WL-0003,,WALLET_TOP_UP,SUCCESS,1775.44,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-02-19 12:05:00,,WL-0003,,,,,OTHER
WLFJR-CD-0033,****0101,CARD_PAYMENT,SUCCESS,10.0,USD,96.33,0.0,0.0,Subscription PADDLE.NET* NOTION,2026-02-18 16:03:00,,CD-0033,receipts@paddle.com,Your receipt from PADDLE.NET,receipt,wealifytester,SUBSCRIPTION
WLFJR-WL-0061,,WALLET_WITHDRAW,SUCCESS,49.7,USD,,0.0,0.0,Nạp vào thẻ Zenith Old (VC05),2026-02-17 09:00:00,,WL-0061,,,,,OTHER
WLFJR-CD-0221,****0105,CARD_TOP_UP,SUCCESS,49.7,USD,2.0,0.0,0.0,Top-up from wallet,2026-02-17 09:00:00,,CD-0221,,,,,OTHER
WLFJR-WL-0066,,WALLET_WITHDRAW,SUCCESS,49.09,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-02-16 03:00:00,,WL-0066,,,,,OTHER
WLFJR-CD-0226,****0102,CARD_TOP_UP,SUCCESS,49.09,USD,355.72,0.0,0.0,Top-up from wallet,2026-02-16 03:00:00,,CD-0226,,,,,OTHER
WLFJR-WL-0065,,WALLET_WITHDRAW,SUCCESS,243.51,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-02-16 02:00:00,,WL-0065,,,,,OTHER
WLFJR-CD-0224,****0102,CARD_TOP_UP,PROCESSING,220.59,USD,355.72,0.0,0.0,Top-up from wallet,2026-02-16 02:00:00,,CD-0224,,,,,OTHER
WLFJR-CD-0225,****0102,CARD_TOP_UP,SUCCESS,243.51,USD,355.72,0.0,0.0,Top-up from wallet,2026-02-16 02:00:00,,CD-0225,,,,,OTHER
WLFJR-WL-0064,,WALLET_WITHDRAW,SUCCESS,220.59,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-02-16 02:00:00,,WL-0064,,,,,OTHER
WLFJR-CD-0223,****0101,CARD_TOP_UP,SUCCESS,205.36,USD,96.33,0.0,0.0,Top-up from wallet,2026-02-15 23:00:00,,CD-0223,,,,,OTHER
WLFJR-WL-0063,,WALLET_WITHDRAW,SUCCESS,205.36,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-02-15 23:00:00,,WL-0063,,,,,OTHER
WLFJR-CD-0093,****0101,CARD_PAYMENT,SUCCESS,2.77,USD,96.33,0.0,0.0,Grab,2026-02-15 22:12:00,,CD-0093,noreply@amazon.com,Order confirmation - Amazon,receipt,wealifytester,SUBSCRIPTION
WLFJR-CD-0026,****0103,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,0.0,0.0,Subscription ADOBE *CREATIVE CLD,2026-02-15 15:32:00,,CD-0026,receipts@adobe.com,Your receipt from ADOBE,receipt,wealifytester,SUBSCRIPTION
WLFJR-WL-0002,,WALLET_TOP_UP,SUCCESS,1500.0,USD,,0.0,0.0,Số dư đầu kỳ (nạp ví khởi tạo),2026-02-15 08:00:00,,WL-0002,,,,,OTHER
TW082126914205,****0201,TOPUP_WALLET_FROM_CARD,SUCCESS,250.0,USD,96.33,0.0,1.0,Top up wallet from card ****0201,2026-08-21 04:51:00,,,Wealify Security <no-reply@wea1ify-support.com>,[Khẩn] Xác minh tài khoản của bạn trong 24h,phishing,wealifytester,OTHER
TW082126504215,****0201,TOPUP_WALLET_FROM_CARD,SUCCESS,250.0,USD,96.33,0.0,1.0,Top up wallet from card ****0201,2026-08-21 04:28:00,,,Wealify Security <no-reply@wea1ify-support.com>,[Khẩn] Xác minh tài khoản của bạn trong 24h,phishing,wealifytester,OTHER
WLFSR-CD-0039,****0201,CARD_PAYMENT,SUCCESS,10.0,USD,96.33,0.0,0.0,Subscription PADDLE.NET* NOTION,2026-08-18 19:17:00,,CD-0039,receipts@canva.com,Your receipt from CANVA,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0078,****0202,CARD_PAYMENT,PENDING,18.93,USD,355.72,0.0,0.0,Vultr,2026-08-17 23:49:00,,CD-0078,,,,,OTHER
WLFSR-CD-0145,****0203,CARD_PAYMENT,SUCCESS,15.88,USD,1167.86,0.0,0.0,The Coffee House,2026-08-17 19:55:00,,CD-0145,,,,,OTHER
WLFSR-CD-0032,****0203,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,0.0,0.0,Subscription ADOBE *CREATIVE CLD,2026-08-15 20:34:00,,CD-0032,receipts@paddle.com,Your receipt from PADDLE.NET,receipt,wealifytester,SUBSCRIPTION
WLFSR-WL-0058,,WALLET_WITHDRAW_BANK,SUCCESS,250.0,USD,,0.0,0.0,Rút về ngân hàng (đang xử lý),2026-08-15 09:30:00,,WL-0058,,,,,OTHER
WLFSR-CD-0212,****0201,WITHDRAW_CARD,SUCCESS,250.0,USD,96.33,0.0,0.0,Withdraw to bank,2026-08-15 09:30:00,,CD-0212,,,,,OTHER
WLFSR-CD-0088,****0201,CARD_PAYMENT,SUCCESS,56.85,USD,96.33,0.0,0.0,Namecheap,2026-08-14 06:45:00,,CD-0088,,,,,OTHER
WLFSR-CD-0133,****0201,CARD_PAYMENT,SUCCESS,44.64,USD,96.33,0.0,0.0,Vultr,2026-08-13 17:01:00,,CD-0133,,,,,OTHER
WLFSR-CD-0019,****0202,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,0.0,0.0,Subscription GOOGLE *YOUTUBEPREM,2026-08-12 14:35:00,,CD-0019,receipts@openai.com,Your receipt from OPENAI,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0195,****0204,DECLINE_FEE,SUCCESS,0.58,EUR,116.86,0.0,0.0,FX fee for APPLE.COM/BILL,2026-08-11 16:21:00,,CD-0195,,,,,OTHER
WLFSR-CD-0194,****0204,CARD_PAYMENT,SUCCESS,57.54,EUR,116.86,0.0,0.0,Apple,2026-08-11 16:20:00,,CD-0194,,,,,OTHER
WLFSR-CD-0013,****0202,CARD_PAYMENT,SUCCESS,9.99,USD,355.72,0.0,0.0,Subscription Spotify P0F2K,2026-08-09 12:11:00,,CD-0013,receipts@google.com,Your receipt from GOOGLE,receipt,wealifytester,SUBSCRIPTION
WLFSR-WL-0057,,WALLET_TOP_UP,SUCCESS,2001.66,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-08-09 02:47:00,,WL-0057,,,,,OTHER
WLFSR-CD-0121,****0203,CARD_PAYMENT,SUCCESS,3.73,USD,1167.86,0.0,0.0,The Coffee House,2026-08-08 12:50:00,,CD-0121,,,,,OTHER
WLFSR-WL-0145,,WALLET_WITHDRAW_BANK,SUCCESS,1936.92,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-08-08 04:27:00,,WL-0145,,,,,OTHER
WLFSR-WL-0056,,WALLET_TOP_UP,SUCCESS,1522.1,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-08-07 13:27:00,,WL-0056,,,,,OTHER
WLFSR-CD-0007,****0202,CARD_PAYMENT,SUCCESS,17.99,USD,355.72,0.0,0.0,Subscription NETFLIX.COM,2026-08-06 12:56:00,,CD-0007,receipts@spotify.com,Your receipt from Spotify P0F2K,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0163,****0201,CARD_PAYMENT,SUCCESS,150.23,USD,96.33,0.0,0.0,Shopee,2026-08-04 07:37:00,,CD-0163,noreply@vultr.com,Order confirmation - Vultr,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0025,****0203,CARD_PAYMENT,SUCCESS,20.0,USD,1167.86,0.0,0.0,Subscription OPENAI *CHATGPT SUBSCR,2026-08-03 19:07:00,,CD-0025,receipts@adobe.com,Your receipt from ADOBE,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0119,****0202,CARD_PAYMENT,SUCCESS,145.34,USD,355.72,0.0,0.0,Amazon,2026-08-03 01:38:00,,CD-0119,,,,,OTHER
WLFSR-CD-0116,****0202,CARD_PAYMENT,SUCCESS,10.71,USD,355.72,0.0,0.0,Grab,2026-08-02 19:53:00,,CD-0116,noreply@aliexpress.com,Order confirmation - AliExpress,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0219,****0203,CARD_PAYMENT,SUCCESS,9.99,USD,1167.86,0.0,0.0,Unrecognized,2026-08-02 03:47:00,,CD-0219,,,,,OTHER
WLFSR-CD-0084,****0202,CARD_PAYMENT,SUCCESS,98.71,USD,355.72,0.0,0.0,Amazon,2026-08-01 16:04:00,,CD-0084,,,,,OTHER
WLFSR-CD-0092,****0202,CARD_PAYMENT,SUCCESS,296.06,USD,355.72,0.0,0.0,Facebook Ads,2026-08-01 01:23:00,,CD-0092,,,,,OTHER
WLFSR-CD-0101,****0201,CARD_PAYMENT,SUCCESS,27.71,USD,96.33,0.0,0.0,Namecheap,2026-07-31 18:52:00,,CD-0101,,,,,OTHER
WLFSR-CD-0201,****0204,DECLINE_FEE,SUCCESS,0.49,EUR,116.86,0.0,0.0,FX fee for SHOPEE *ORDER,2026-07-30 10:33:00,,CD-0201,noreply@shopee.com,Order confirmation - Shopee,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0200,****0204,CARD_PAYMENT,SUCCESS,48.86,EUR,116.86,0.0,0.0,Shopee,2026-07-30 10:32:00,,CD-0200,,,,,OTHER
WLFSR-CD-0073,****0202,CARD_PAYMENT,SUCCESS,101.04,USD,355.72,0.0,0.0,Lazada,2026-07-29 15:52:00,,CD-0073,,,,,OTHER
WLFSR-CD-0128,****0203,CARD_PAYMENT,SUCCESS,32.32,USD,1167.86,0.0,0.0,The Coffee House,2026-07-28 20:33:00,,CD-0128,noreply@booking.com.com,Order confirmation - Booking.com,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0169,****0201,CARD_PAYMENT,SUCCESS,570.66,USD,96.33,0.0,0.0,Facebook Ads,2026-07-28 15:51:00,,CD-0169,,,,,OTHER
WLFSR-CD-0063,****0201,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,0.0,0.0,Subscription NORDVPN *MONTHLY,2026-07-28 11:46:00,,CD-0063,,,,,SUBSCRIPTION
WLFSR-CD-0124,****0201,CARD_PAYMENT,SUCCESS,27.27,USD,96.33,0.0,0.0,Uber,2026-07-28 08:39:00,,CD-0124,noreply@booking.com.com,Order confirmation - Booking.com,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0160,****0202,CARD_PAYMENT,SUCCESS,30.66,USD,355.72,0.0,0.0,Shopee,2026-07-27 20:06:00,,CD-0160,,,,,OTHER
WLFSR-CD-0057,****0202,CARD_PAYMENT,SUCCESS,16.0,USD,355.72,0.0,0.0,Subscription CLOUDWAYS HOSTING,2026-07-27 17:15:00,,CD-0057,receipts@nordvpn.com,Your receipt from NORDVPN,receipt,wealifytester,SUBSCRIPTION
WLFSR-CD-0164,****0202,CARD_PAYMENT,SUCCESS,52.98,USD,355.72,0.0,0.0,Vultr,2026-07-27 05:01:00,,CD-0164,,,,,OTHER
WLFSR-CD-0051,****0203,CARD_PAYMENT,SUCCESS,15.0,USD,1167.86,0.0,0.0,Subscription FIGMA.COM,2026-07-24 09:53:00,,CD-0051,receipts@cloudways.com,Your receipt from CLOUDWAYS HOSTING,receipt,wealifytester,SUBSCRIPTION
WLFSR-WL-0038,,WALLET_TOP_UP,SUCCESS,410.96,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-07-22 12:42:00,,WL-0038,,,,,OTHER
WLFSR-CD-0114,****0204,DECLINE_FEE,SUCCESS,0.18,EUR,116.86,0.0,0.0,FX fee for GRAB* RIDE HCM,2026-07-21 21:40:00,,CD-0114,,,,,OTHER
WLFSR-CD-0113,****0204,CARD_PAYMENT,SUCCESS,18.04,EUR,116.86,0.0,0.0,Grab,2026-07-21 21:39:00,,CD-0113,,,,,OTHER
WLFSR-CD-0045,****0201,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,0.0,0.0,Subscription CANVA* PRO MONTHLY,2026-07-21 14:13:00,,CD-0045,receipts@figma.com,Your receipt from FIGMA.COM,receipt,wealifytester,SUBSCRIPTION
WLFSR-WL-0144,,WALLET_WITHDRAW_BANK,SUCCESS,1689.29,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-07-21 03:15:00,,WL-0144,,,,,OTHER
WLFSR-WL-0037,,WALLET_TOP_UP,SUCCESS,977.74,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-07-21 01:15:00,,WL-0037,,,,,OTHER
WLFSR-WL-0059,,WALLET_WITHDRAW,SUCCESS,300.0,USD,,0.0,0.0,Nạp vào thẻ Volcano EU (VC04) — tiền đã rời ví,2026-07-20 10:00:00,,WL-0059,,,,,OTHER
WLFSR-CD-0220,****0204,CARD_TOP_UP,PENDING,300.0,EUR,116.86,0.0,0.0,Nạp thẻ (chưa vào thẻ),2026-07-20 10:00:00,,CD-0220,,,,,OTHER
