Mã giao dịch,Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối
WLF15-WL-0131,38a25f9a-dc74-44e9-ad91-0ffbe54a258e,,WALLET_WITHDRAW_BANK,SUCCESS,1499.2,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-01 08:03:00,
WLF15-CD-0169,18d42671-9e18-4ff8-a2fd-601be684e16b,****0003,CARD_PAYMENT,SUCCESS,32.42,USD,1167.86,,,Uber,2026-05-31 17:53:00,
WLF15-WL-0014,265431ff-da80-468c-a505-1d3f67e22d0c,,WALLET_TOP_UP,SUCCESS,1524.41,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-05-31 17:03:00,
WLF15-CD-0073,289764fa-73cb-4500-aaaa-b9f0b752004b,****0001,CARD_PAYMENT,SUCCESS,85.16,USD,96.33,,,Lazada,2026-05-28 19:49:00,
WLF15-CD-0060,f5f02948-43c4-4388-aa37-e1767751ad4f,****0001,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-05-28 16:58:00,
WLF15-WL-0130,898e9da0-b58b-475a-a20c-9eda5ca1770b,,WALLET_WITHDRAW_BANK,SUCCESS,1967.43,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-28 09:12:00,
WLF15-WL-0047,c313e2ac-5ba3-411c-a8cc-29df1d6dd67b,,WALLET_TOP_UP,SUCCESS,1857.88,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-05-28 01:12:00,
WLF15-CD-0098,c8d4ca0e-d507-44ec-ad29-bf23ca4d00e2,****0003,CARD_PAYMENT,SUCCESS,290.85,USD,1167.86,,,Facebook Ads,2026-05-27 18:48:00,
WLF15-CD-0054,2e02141e-25a8-46c6-a2c1-6553c811e068,****0002,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-05-27 15:52:00,
WLF15-WL-0129,68219d67-f2c1-433f-a2d8-fca7088c26b9,,WALLET_WITHDRAW_BANK,SUCCESS,1363.79,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-26 04:53:00,
WLF15-CD-0175,f33e583f-0403-4b1e-af30-53cb93989042,****0002,CARD_PAYMENT,SUCCESS,64.69,USD,355.72,,,Apple,2026-05-26 01:10:00,
WLF15-WL-0031,b1a97392-2c1d-4a93-acb9-a457e705938a,,WALLET_TOP_UP,SUCCESS,751.45,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-05-25 21:53:00,
WLF15-CD-0048,b3a923f0-aa47-4e3f-a654-7c5e22409e24,****0003,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-05-24 20:41:00,
WLF15-CD-0266,52f4c90a-2521-4d21-adb0-d0476f68def7,****0001,CARD_TOP_UP,SUCCESS,331.83,USD,96.33,,,Top-up from wallet,2026-05-22 11:38:00,
WLF15-WL-0128,d8b8e1ea-dec2-41cb-abc7-d03f7b4c27db,,WALLET_WITHDRAW,SUCCESS,331.83,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-05-22 11:38:00,
WLF15-WL-0030,9c43f866-3d8d-4786-aa93-f73fd693e141,,WALLET_TOP_UP,SUCCESS,1021.88,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-05-22 07:38:00,
WLF15-CD-0176,888cda3f-59de-4e81-a273-4512e36cc218,****0003,CARD_PAYMENT,SUCCESS,375.77,USD,1167.86,,,Facebook Ads,2026-05-21 20:39:00,
WLF15-CD-0042,41764519-cde0-4a20-afb7-9c918ffb4760,****0001,CARD_PAYMENT,FAILURE,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-05-21 08:03:00,
WLF15-CD-0206,fa9c8775-d44d-47fb-a2c8-925db95a8e4f,****0006,CARD_PAYMENT,SUCCESS,66.9,USD,84.19,,,Trial card spend,2026-05-19 16:00:00,
WLF15-WL-0127,2a80d30f-0aaa-449d-ad25-1bf65ce3cc01,,WALLET_WITHDRAW_BANK,SUCCESS,2502.37,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-19 14:07:00,
WLF15-WL-0046,8970b305-a142-4e02-a094-7746baedaded,,WALLET_TOP_UP,SUCCESS,2443.84,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-05-19 02:07:00,
WLF15-CD-0131,2479181d-b21f-480c-afb9-623c3b14fdf9,****0004,DECLINE_FEE,PENDING,0.36,EUR,116.86,,,FX fee for SQ *THE COFFEE HOUSE,2026-05-18 12:09:00,
WLF15-CD-0130,85f83777-44f9-456e-ae69-9fc1e057a000,****0004,CARD_PAYMENT,SUCCESS,35.55,EUR,116.86,,,The Coffee House,2026-05-18 12:08:00,
WLF15-CD-0035,d2e29d4f-743d-448e-a792-ae2a3fd99586,****0001,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-05-18 12:05:00,
WLF15-CD-0265,67106e1a-f6da-4775-a4b9-940c741e0085,****0004,CARD_TOP_UP,CANCEL,354.04,EUR,116.86,,,Top-up from wallet,2026-05-17 01:34:00,
WLF15-WL-0126,cb4111a7-125f-4c18-aebe-51f4d2042ea8,,WALLET_WITHDRAW,SUCCESS,354.04,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-05-17 01:34:00,
WLF15-WL-0125,befbc19b-5e24-429f-a121-3bd2e9da707b,,WALLET_WITHDRAW,SUCCESS,350.63,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-05-16 19:34:00,
WLF15-CD-0264,fd02b9a6-2907-4c6a-ad1b-53534b6a73d9,****0001,CARD_TOP_UP,SUCCESS,350.63,USD,96.33,,,Top-up from wallet,2026-05-16 19:34:00,
WLF15-CD-0116,f6796f5e-412f-45f0-ace7-8840aeb2caad,****0001,CARD_PAYMENT,SUCCESS,92.36,USD,96.33,,,AliExpress,2026-05-16 19:30:00,
WLF15-WL-0124,a49fc9f1-c5c2-495b-adcd-2134b7f21d93,,WALLET_WITHDRAW_BANK,SUCCESS,1947.47,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-16 18:51:00,
WLF15-WL-0029,6cc1c11a-0888-4f5d-acfc-3650e3c8af1d,,WALLET_TOP_UP,SUCCESS,803.13,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-05-16 14:34:00,
WLF15-WL-0045,13a36b31-b998-4f8b-a4d4-3c0a641c8fa9,,WALLET_TOP_UP,SUCCESS,1830.84,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-05-15 22:51:00,
WLF15-CD-0028,a5cca6f2-e9cb-498a-adf1-7f1e428dfd5a,****0003,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-05-15 18:15:00,
WLF15-CD-0015,39cb23ff-497e-4cf1-af9a-2790e903e17a,****0002,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-05-12 16:53:00,
WLF15-CD-0205,c525f1ca-7873-493d-a21c-5e47bc68a143,****0006,CARD_PAYMENT,FAILURE,82.19,USD,84.19,,,Trial card spend,2026-05-12 09:00:00,
WLF15-CD-0149,a6b8aede-19ac-4f60-a48e-28c554b978a6,****0004,DECLINE_FEE,SUCCESS,0.09,EUR,116.86,,,FX fee for GRAB* RIDE HCM,2026-05-11 13:50:00,
WLF15-CD-0148,85843ce1-9aa1-413e-a87d-e2600a47f3e0,****0004,CARD_PAYMENT,SUCCESS,8.8,EUR,116.86,,,Grab,2026-05-11 13:49:00,
WLF15-WL-0123,09248d6f-8ce0-4ea9-a6a7-0eace6d8113b,,WALLET_WITHDRAW_BANK,SUCCESS,1723.73,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-10 04:07:00,
WLF15-CD-0192,54606dfc-c95e-4a2c-a374-2e31be06faf6,****0002,CARD_PAYMENT,SUCCESS,42.65,USD,355.72,,,Apple,2026-05-09 19:36:00,
WLF15-WL-0013,c29af28c-e97b-4af1-a975-8f439d105ee4,,WALLET_TOP_UP,SUCCESS,1915.28,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-05-09 16:07:00,
WLF15-CD-0209,265123d8-8e37-471b-adbd-16e2f33ac90c,****0001,CARD_REFUND,SUCCESS,23.5,USD,96.33,,,Refund order,2026-05-09 14:03:00,
WLF15-CD-0009,bf4ecea3-9735-4317-a77c-6df13bad9526,****0002,CARD_PAYMENT,SUCCESS,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-05-09 12:27:00,
WLF15-CD-0195,0ec7fb91-0ef8-4fc7-ac8b-77527c3320ef,****0001,CARD_PAYMENT,SUCCESS,398.98,USD,96.33,,,Booking.com,2026-05-09 05:27:00,
WLF15-CD-0164,b1b6d282-52c5-4306-a314-fa27d96a331c,****0001,CARD_PAYMENT,SUCCESS,236.53,USD,96.33,,,Amazon,2026-05-08 09:06:00,
WLF15-CD-0204,92f6f70f-0f80-4140-abe9-6aea1ecb583a,****0006,CARD_PAYMENT,SUCCESS,18.98,USD,84.19,,,Trial card spend,2026-05-07 14:00:00,
WLF15-CD-0003,11bfed55-ac79-4ee9-a313-ac4a3685fe08,****0002,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,,,Subscription NETFLIX.COM,2026-05-06 18:48:00,
WLF15-CD-0021,2b1bbd6f-ac7e-479c-ab7f-4dd90ff79bfe,****0003,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-05-03 14:51:00,
WLF15-CD-0203,b9eeb8eb-96f1-4ce6-aa80-88dea04ce7f6,****0006,CARD_PAYMENT,SUCCESS,73.88,USD,84.19,,,Trial card spend,2026-05-03 10:00:00,
WLF15-CD-0141,728290cf-54fe-4a5b-a02f-6db938b1a972,****0001,CARD_PAYMENT,SUCCESS,37.36,USD,96.33,,,Shopee,2026-05-02 12:27:00,
WLF15-CD-0221,a24023a7-f34e-49b3-a99d-32b8b9eb4a7b,****0006,CARD_TOP_UP,SUCCESS,243.95,USD,84.19,,,Top-up from wallet,2026-05-02 09:00:00,
WLF15-WL-0061,d6fce5ff-9588-41b3-a7c1-369f6445fd74,,WALLET_WITHDRAW,SUCCESS,243.95,USD,,,,Nạp vào thẻ Volcano Trial (VC06),2026-05-02 09:00:00,
WLF15-CD-0065,d0064488-8176-4670-acdb-7dcecfb085b7,****0001,CARD_PAYMENT,SUCCESS,15.15,USD,96.33,,,Steam,2026-05-01 02:32:00,
WLF15-CD-0178,5dae073c-8b35-4856-ab2f-d1a550f944c9,****0004,DECLINE_FEE,SUCCESS,0.59,EUR,116.86,,,FX fee for NAMECHEAP* DOMAIN,2026-04-30 14:22:00,
WLF15-CD-0177,808cda08-bcce-4068-a1f9-8523cb158348,****0004,CARD_PAYMENT,SUCCESS,59.12,EUR,116.86,,,Namecheap,2026-04-30 14:21:00,
WLF15-CD-0140,71a0a3ca-1319-4d76-a11a-35d63d9b12bc,****0003,CARD_PAYMENT,SUCCESS,49.46,USD,1167.86,,,Amazon,2026-04-29 14:35:00,
WLF15-CD-0074,b36aef61-a83d-4251-af9b-3d9bc5b55d34,****0001,CARD_PAYMENT,SUCCESS,9.87,USD,96.33,,,Vultr,2026-04-28 20:50:00,
WLF15-CD-0059,3b5e12de-aff5-414a-aaf3-7772308ffd51,****0001,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-04-28 17:28:00,
WLF15-CD-0158,5d9876c6-45e0-4539-afb4-6a46c540fa68,****0001,CARD_PAYMENT,SUCCESS,23.62,USD,96.33,,,Grab,2026-04-28 06:56:00,
WLF15-CD-0053,b1c67939-a492-404f-ac7b-22d5fdd7d129,****0002,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-04-27 16:50:00,
WLF15-WL-0122,5b711c88-cef6-4c27-a177-eff8c0d3e797,,WALLET_WITHDRAW,SUCCESS,351.65,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-27 14:00:00,
WLF15-CD-0263,aaf3fd76-40e2-4816-ac75-331589a89380,****0001,CARD_TOP_UP,SUCCESS,351.65,USD,96.33,,,Top-up from wallet,2026-04-27 14:00:00,
WLF15-CD-0111,f881e1c7-5f26-4c80-af5b-756fc42115e6,****0001,CARD_PAYMENT,SUCCESS,5.61,USD,96.33,,,Uber,2026-04-27 12:59:00,
WLF15-WL-0120,9b3c08fb-d60d-4d2b-aaea-cbee5aeb3a89,,WALLET_WITHDRAW_BANK,SUCCESS,1889.98,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-27 12:01:00,
WLF15-CD-0071,f25c3a18-d13a-47cf-a725-6dcab7c7b90d,****0003,CARD_PAYMENT,SUCCESS,2.45,USD,1167.86,,,Uber,2026-04-27 06:02:00,
WLF15-CD-0155,6c215fc4-034d-4310-a0b6-e9dddc7f4515,****0003,CARD_PAYMENT,SUCCESS,23.68,USD,1167.86,,,The Coffee House,2026-04-26 20:47:00,
WLF15-CD-0262,57499e1e-346e-4b70-a0f2-371fcb986672,****0004,CARD_TOP_UP,SUCCESS,491.29,EUR,116.86,,,Top-up from wallet,2026-04-26 19:00:00,
WLF15-WL-0121,7a3a24c0-3961-4af3-a1b7-64b098bdef68,,WALLET_WITHDRAW,SUCCESS,491.29,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-04-26 19:00:00,
WLF15-WL-0044,ffa0fe1b-110c-4722-a869-d980c26c5597,,WALLET_TOP_UP,SUCCESS,974.85,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-26 18:00:00,
WLF15-WL-0012,258a285e-97e4-4f7c-aaf0-a4cab4630ff5,,WALLET_TOP_UP,SUCCESS,1903.52,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-26 15:01:00,
WLF15-WL-0117,412870ce-7928-415c-a7a0-0b1e0955b43a,,WALLET_WITHDRAW,SUCCESS,427,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-25 23:06:00,
WLF15-CD-0259,bb2f7239-b85a-4045-a4fd-1ec1283659c6,****0001,CARD_TOP_UP,SUCCESS,427,USD,96.33,,,Top-up from wallet,2026-04-25 23:06:00,
WLF15-CD-0258,960ad00c-2d2c-4543-a88a-6e1f2cb06645,****0003,CARD_TOP_UP,SUCCESS,468.44,USD,1167.86,,,Top-up from wallet,2026-04-25 19:06:00,
WLF15-WL-0116,d35964d0-03cd-4481-a37b-8d0bc6b297ca,,WALLET_WITHDRAW,SUCCESS,468.44,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-25 19:06:00,
WLF15-WL-0119,77148c14-07e5-4065-a1cd-e5403cb002c2,,WALLET_WITHDRAW,SUCCESS,363.49,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-25 18:06:00,
WLF15-CD-0261,a0b364ca-81c8-4a08-a39d-ee90a32e0eea,****0003,CARD_TOP_UP,SUCCESS,363.49,USD,1167.86,,,Top-up from wallet,2026-04-25 18:06:00,
WLF15-WL-0118,33ce3ca3-7ed9-480f-aa7b-5706c95162e9,,WALLET_WITHDRAW,SUCCESS,353.5,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-25 16:06:00,
WLF15-CD-0260,7fea7e04-46ca-4cf4-a91c-4a039b3949cf,****0003,CARD_TOP_UP,SUCCESS,353.5,USD,1167.86,,,Top-up from wallet,2026-04-25 16:06:00,
WLF15-CD-0064,2c0ee586-cdeb-41ad-a159-94c917512382,****0003,CARD_PAYMENT,SUCCESS,137.44,USD,1167.86,,,Shopee,2026-04-25 10:33:00,
WLF15-WL-0043,d68db0d1-cc4e-4b3a-afd3-67dddab0f5d5,,WALLET_TOP_UP,SUCCESS,1464.81,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-25 10:06:00,
WLF15-WL-0113,f668ce9e-6541-4b8e-a530-509be8db28b6,,WALLET_WITHDRAW_BANK,SUCCESS,1700.52,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-24 21:01:00,
WLF15-WL-0115,f6a3b547-d5f6-4a45-ac44-432de54d106a,,WALLET_WITHDRAW_BANK,SUCCESS,2171.25,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-24 19:15:00,
WLF15-CD-0202,29ab1d91-6c67-41a5-a242-782473d24527,****0004,DECLINE_FEE,SUCCESS,2.08,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-04-24 14:28:00,
WLF15-CD-0201,a028091f-66fb-4b87-a761-365fc350e604,****0004,CARD_PAYMENT,SUCCESS,207.92,EUR,116.86,,,Shopee,2026-04-24 14:27:00,
WLF15-CD-0047,2b44734d-82ac-4398-af29-e24d080da810,****0003,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-04-24 14:10:00,
WLF15-WL-0028,4ceabb4f-d702-4a19-a5e3-c983a41bd9ef,,WALLET_TOP_UP,SUCCESS,2129.54,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-24 13:15:00,
WLF15-CD-0257,a794f01e-3eec-4783-a54f-863ba27351f4,****0002,CARD_TOP_UP,SUCCESS,327.87,USD,355.72,,,Top-up from wallet,2026-04-24 13:01:00,
WLF15-WL-0114,edc533a5-7899-4ee2-af60-487515b67864,,WALLET_WITHDRAW,SUCCESS,327.87,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-24 13:01:00,
WLF15-WL-0042,98a8d94b-c899-48b9-aa7d-6bac674ded43,,WALLET_TOP_UP,SUCCESS,2226.49,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-24 09:01:00,
WLF15-CD-0090,38e05301-5f90-4018-a7b6-1f1ec2348988,****0001,CARD_PAYMENT,SUCCESS,55.92,USD,96.33,,,Apple,2026-04-23 16:24:00,
WLF15-WL-0112,91e39775-6a81-4959-a7ba-acb81788806d,,WALLET_WITHDRAW_BANK,SUCCESS,2039.34,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-23 11:36:00,
WLF15-WL-0026,1a99b171-2b2c-4d8a-a191-6ad4ce709e26,,WALLET_TOP_UP,SUCCESS,1759.13,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-23 10:36:00,
WLF15-CD-0256,7268141e-653f-4de3-adba-bfda423cf40b,****0002,CARD_TOP_UP,SUCCESS,251.69,USD,355.72,,,Top-up from wallet,2026-04-23 06:21:00,
WLF15-WL-0111,9df595dd-7b6a-4cb1-a614-08e0ef1c184b,,WALLET_WITHDRAW,SUCCESS,251.69,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-23 06:21:00,
WLF15-WL-0027,39c3a6ef-0423-4fc9-aea7-34444749cb0d,,WALLET_TOP_UP,SUCCESS,247.89,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-23 02:39:00,
WLF15-WL-0011,3a7b8deb-101c-4477-acf6-1ce9d47e319e,,WALLET_TOP_UP,SUCCESS,211.72,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-22 19:21:00,
WLF15-CD-0153,b9543dd4-528e-44cf-a881-300db5589f1b,****0003,CARD_PAYMENT,SUCCESS,8.75,USD,1167.86,,,Vultr,2026-04-22 00:34:00,
WLF15-CD-0068,4951d74f-37c1-4897-a5a9-133da4dc7887,****0003,CARD_PAYMENT,SUCCESS,16.33,USD,1167.86,,,Grab,2026-04-21 23:37:00,
WLF15-CD-0041,10e824d9-47b0-4a25-a5e3-660f846e82c9,****0001,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-04-21 20:16:00,
WLF15-CD-0255,14c2d423-b802-4b35-a2ce-2e34fa2d0ffa,****0003,CARD_TOP_UP,SUCCESS,488.67,USD,1167.86,,,Top-up from wallet,2026-04-21 16:38:00,
WLF15-WL-0110,bf37cc13-2ab1-466f-aaa0-edf4f3c8fdd7,,WALLET_WITHDRAW,SUCCESS,488.67,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-21 16:38:00,
WLF15-CD-0157,a68ca4f0-0316-4eb6-a955-a906234cc375,****0002,CARD_PAYMENT,SUCCESS,200.1,USD,355.72,,,Shopee,2026-04-21 11:43:00,
WLF15-CD-0119,a7b3f521-ac4f-4789-aa0d-3dbb5c2cfd33,****0001,CARD_PAYMENT,SUCCESS,34.11,USD,96.33,,,The Coffee House,2026-04-21 02:26:00,
WLF15-WL-0109,745dc6d7-4a8c-44bc-a5af-ae281e1a8b4e,,WALLET_WITHDRAW_BANK,SUCCESS,2500.68,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-20 21:44:00,
WLF15-WL-0010,e6c47fd1-f893-43d0-a0e8-a21836e4cc13,,WALLET_TOP_UP,SUCCESS,444.29,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-20 20:38:00,
WLF15-WL-0025,61fdfc48-2098-4481-aa85-9810e08efa69,,WALLET_TOP_UP,SUCCESS,2512.67,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-20 14:44:00,
WLF15-CD-0034,852e8707-7b1e-4df1-a5ac-50107ea07ce5,****0001,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-04-18 12:24:00,
WLF15-CD-0156,bc786f15-119e-4672-a3b5-4803f6889185,****0002,CARD_PAYMENT,SUCCESS,65.7,USD,355.72,,,Shopee,2026-04-18 06:15:00,
WLF15-CD-0254,3b76fad4-8dc6-4521-aa8c-5ef0a5d8c8fb,****0002,CARD_TOP_UP,SUCCESS,302.2,USD,355.72,,,Top-up from wallet,2026-04-16 16:59:00,
WLF15-WL-0108,4ae60d77-2ae0-47e5-a7de-5b5f719c4839,,WALLET_WITHDRAW,SUCCESS,302.2,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-16 16:59:00,
WLF15-WL-0041,7ac496f8-1838-490f-ad72-9004750a3fb9,,WALLET_TOP_UP,SUCCESS,357.45,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-16 09:59:00,
WLF15-CD-0252,768e83e8-7b39-4d5f-a363-3d241843e9de,****0001,CARD_TOP_UP,FAILURE,460.37,USD,96.33,,,Top-up from wallet,2026-04-15 15:02:00,
WLF15-WL-0106,a4f1b986-1fe8-409e-a50e-bdd438250c9c,,WALLET_WITHDRAW,SUCCESS,460.37,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-15 15:02:00,
WLF15-CD-0253,eb76cb7b-df70-41ed-ab73-a5757c823b10,****0004,CARD_TOP_UP,SUCCESS,215.37,EUR,116.86,,,Top-up from wallet,2026-04-15 14:02:00,
WLF15-WL-0107,fe6499b8-e1e9-4665-a12e-f251f2efba26,,WALLET_WITHDRAW,SUCCESS,215.37,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-04-15 14:02:00,
WLF15-CD-0151,d4e427b1-d2bb-4279-a68c-0c0a5b4acf57,****0002,CARD_PAYMENT,SUCCESS,32.66,USD,355.72,,,Amazon,2026-04-15 13:55:00,
WLF15-WL-0105,8a2d1f7b-7ac8-4eb4-a3d2-79ce55e4b4ad,,WALLET_WITHDRAW,SUCCESS,499.14,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-15 08:02:00,
WLF15-CD-0251,c99f856f-b339-4b3d-acb6-e0295d5b7ab0,****0001,CARD_TOP_UP,SUCCESS,499.14,USD,96.33,,,Top-up from wallet,2026-04-15 08:02:00,
WLF15-CD-0027,80c6ad40-e0a7-4b17-a4eb-eb0f03ab2a33,****0003,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-04-15 08:00:00,
WLF15-WL-0104,803d4c44-43d5-40f6-ad5e-bdbb0d6dd73b,,WALLET_WITHDRAW_BANK,SUCCESS,1098.53,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-15 04:02:00,
WLF15-WL-0024,285a5901-d509-47fd-afdb-c8c9113962cf,,WALLET_TOP_UP,SUCCESS,2318.76,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-14 22:02:00,
WLF15-CD-0136,5f6e4e1f-9e78-4dfb-aca3-881a0fed4199,****0004,DECLINE_FEE,SUCCESS,1.99,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-04-14 15:56:00,
WLF15-CD-0135,717d92fe-6879-48cf-a191-82b4e5b257a0,****0004,CARD_PAYMENT,SUCCESS,198.76,EUR,116.86,,,Shopee,2026-04-14 15:55:00,
WLF15-CD-0014,db5708cb-5349-42cb-a87c-4760c916afd9,****0002,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-04-12 19:12:00,
WLF15-WL-0102,e666d9af-b1ea-46c0-ae48-b97588fc04ad,,WALLET_WITHDRAW_BANK,SUCCESS,1485.82,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-10 12:16:00,
WLF15-WL-0103,19c85527-b6c3-4789-a7e3-5fe97ecd96eb,,WALLET_WITHDRAW,SUCCESS,194.64,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-04-10 09:16:00,
WLF15-CD-0250,2518d2a8-70c5-48a6-a562-042100ff807e,****0004,CARD_TOP_UP,SUCCESS,194.64,EUR,116.86,,,Top-up from wallet,2026-04-10 09:16:00,
WLF15-CD-0134,7b878817-5d41-4439-acc4-b58964594dd2,****0004,DECLINE_FEE,SUCCESS,0.41,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-04-10 04:31:00,
WLF15-CD-0133,358c8b26-5706-4c09-a31a-714966052b47,****0004,CARD_PAYMENT,SUCCESS,41.2,EUR,116.86,,,Shopee,2026-04-10 04:30:00,
WLF15-WL-0040,842f6a0b-6ed3-4828-a312-eaf7444ceab3,,WALLET_TOP_UP,SUCCESS,1622.32,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-09 22:16:00,
WLF15-CD-0008,139547ca-19f7-4344-a1a8-ce0d16b8fe38,****0002,CARD_PAYMENT,PROCESSING,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-04-09 14:39:00,
WLF15-CD-0110,c70d3b5a-f700-4c42-ae55-7ce5d13bdad3,****0001,CARD_PAYMENT,SUCCESS,6.54,USD,96.33,,,Grab,2026-04-09 13:09:00,
WLF15-CD-0165,7a5e8df2-856b-47d5-a210-c66dc25d3a5d,****0002,CARD_PAYMENT,SUCCESS,425.39,USD,355.72,,,Facebook Ads,2026-04-09 05:18:00,
WLF15-WL-0101,79d58abb-fc80-4653-a08f-7973af8e00ca,,WALLET_WITHDRAW_BANK,SUCCESS,1286,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-08 16:24:00,
WLF15-CD-0154,966ed926-276a-4edf-a90d-9c1eb5829de1,****0003,CARD_PAYMENT,SUCCESS,45.51,USD,1167.86,,,Apple,2026-04-08 10:20:00,
WLF15-CD-0172,2954b538-9a70-4d79-a7f5-f7795f00086e,****0001,CARD_PAYMENT,SUCCESS,43.54,USD,96.33,,,Steam,2026-04-08 08:32:00,
WLF15-WL-0039,2211d80d-0552-4415-ac4d-1b01644ba667,,WALLET_TOP_UP,SUCCESS,1277.73,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-08 08:24:00,
WLF15-CD-0084,f762adfd-cca4-4253-ad4f-e87b060d5fc6,****0003,CARD_PAYMENT,SUCCESS,35.1,USD,1167.86,,,Steam,2026-04-07 11:16:00,
WLF15-WL-0100,68e0e176-7321-4902-a1f5-7b0a7e2178e9,,WALLET_WITHDRAW,SUCCESS,418.88,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-07 05:52:00,
