Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối
e1456ec3-92ac-4f0d-809c-cf1e4564adc6,,WALLET_WITHDRAW_BANK,SUCCESS,2502.37,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-19 14:07:00,
5013551b-09dd-41b5-847f-e8dd1794c1e0,,WALLET_TOP_UP,SUCCESS,2443.84,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-05-19 02:07:00,
75e0d102-2d17-4fb0-8b0c-153c919b0d3d,****0204,DECLINE_FEE,PENDING,0.36,EUR,116.86,,,FX fee for SQ *THE COFFEE HOUSE,2026-05-18 12:09:00,
dd8c41f8-6e47-407a-8391-9eb845370565,****0204,CARD_PAYMENT,SUCCESS,35.55,EUR,116.86,,,The Coffee House,2026-05-18 12:08:00,
3da981b2-8600-40a5-80d0-8e9bc97cba6d,****0201,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-05-18 12:05:00,
117dd018-a9ac-4a8f-848c-4476c37afbff,,WALLET_WITHDRAW,SUCCESS,354.04,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-05-17 01:34:00,
3a934ec4-059b-41e7-86c0-37623b451d7b,****0204,CARD_TOP_UP,CANCEL,354.04,EUR,116.86,,,Top-up from wallet,2026-05-17 01:34:00,
9a1fc1cd-ef97-4e6e-82ba-acaf0fc1a420,,WALLET_WITHDRAW,SUCCESS,350.63,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-05-16 19:34:00,
acd4dd09-785c-4cef-8b70-5180cd337fe6,****0201,CARD_TOP_UP,SUCCESS,350.63,USD,96.33,,,Top-up from wallet,2026-05-16 19:34:00,
9b3c2f56-11f9-4e6d-8f73-2cf32ecb22c4,****0201,CARD_PAYMENT,SUCCESS,92.36,USD,96.33,,,AliExpress,2026-05-16 19:30:00,
0585dcd6-79e1-4fec-83d4-b9b4ebb8a821,,WALLET_WITHDRAW_BANK,SUCCESS,1947.47,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-16 18:51:00,
67d128f8-cacc-4e13-8370-13727e8a22c1,,WALLET_TOP_UP,SUCCESS,803.13,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-05-16 14:34:00,
abdd1cc5-d639-477f-8481-02981239136d,,WALLET_TOP_UP,SUCCESS,1830.84,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-05-15 22:51:00,
34d07787-8f0d-4758-8468-87741c53916e,****0203,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-05-15 18:15:00,
ea31a783-218f-4916-87a3-8c16f4c9be16,****0202,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-05-12 16:53:00,
9353a1bf-924b-4b24-84f2-e247450da4f4,****0206,CARD_PAYMENT,FAILURE,82.19,USD,84.19,,,Trial card spend,2026-05-12 09:00:00,
97bf4a17-ff8c-4ada-82f0-ffae813ff78f,****0204,DECLINE_FEE,SUCCESS,0.09,EUR,116.86,,,FX fee for GRAB* RIDE HCM,2026-05-11 13:50:00,
e8c98e7f-432e-46be-846d-c53d038f7760,****0204,CARD_PAYMENT,SUCCESS,8.8,EUR,116.86,,,Grab,2026-05-11 13:49:00,
d3208f7c-f952-4ec7-8178-8941cd8f6572,,WALLET_WITHDRAW_BANK,SUCCESS,1723.73,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-10 04:07:00,
4d94b75b-cbd0-47c1-89b9-b7dd5d796caa,****0202,CARD_PAYMENT,SUCCESS,42.65,USD,355.72,,,Apple,2026-05-09 19:36:00,
c50ceb43-ca46-48c1-81c4-677b92f9e6ac,,WALLET_TOP_UP,SUCCESS,1915.28,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-05-09 16:07:00,
700970e2-8f6d-4da1-874e-6e46bb762bf9,****0201,CARD_REFUND,SUCCESS,23.5,USD,96.33,,,Refund order,2026-05-09 14:03:00,
37de7e3a-004e-4c89-84f3-a0cfa4469f56,****0202,CARD_PAYMENT,SUCCESS,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-05-09 12:27:00,
35bd4140-f46d-4de2-8814-4a3d1a3fcb8d,****0201,CARD_PAYMENT,SUCCESS,398.98,USD,96.33,,,Booking.com,2026-05-09 05:27:00,
473ae06a-c7b9-4061-899d-11b94f3def05,****0201,CARD_PAYMENT,SUCCESS,236.53,USD,96.33,,,Amazon,2026-05-08 09:06:00,
ec0806b5-1730-4431-8bcd-e0e6bedfe9bc,****0206,CARD_PAYMENT,SUCCESS,18.98,USD,84.19,,,Trial card spend,2026-05-07 14:00:00,
cad02344-4794-4b06-83e8-b820b127d1c4,****0202,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,,,Subscription NETFLIX.COM,2026-05-06 18:48:00,
72f901fe-dfd1-4fb4-8d3e-38a9a5c44c93,****0203,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-05-03 14:51:00,
c352e239-bec1-4edf-8950-182eea040ee4,****0206,CARD_PAYMENT,SUCCESS,73.88,USD,84.19,,,Trial card spend,2026-05-03 10:00:00,
e03e122e-c599-481b-8896-fad39bf65163,****0201,CARD_PAYMENT,SUCCESS,37.36,USD,96.33,,,Shopee,2026-05-02 12:27:00,
54f1e05d-59cd-4c44-8c4e-2deaca91219f,,WALLET_WITHDRAW,SUCCESS,243.95,USD,,,,Nạp vào thẻ Volcano Trial (VC06),2026-05-02 09:00:00,
845be5ea-555e-41bf-818c-0f60917aef3e,****0206,CARD_TOP_UP,SUCCESS,243.95,USD,84.19,,,Top-up from wallet,2026-05-02 09:00:00,
1822211a-6045-45a5-843d-afe8cec99781,****0201,CARD_PAYMENT,SUCCESS,15.15,USD,96.33,,,Steam,2026-05-01 02:32:00,
08087734-de55-43a3-8bb5-3f33051cf7d5,****0204,DECLINE_FEE,SUCCESS,0.59,EUR,116.86,,,FX fee for NAMECHEAP* DOMAIN,2026-04-30 14:22:00,
0f0165d9-3333-4881-8b50-66bc0ee848e4,****0204,CARD_PAYMENT,SUCCESS,59.12,EUR,116.86,,,Namecheap,2026-04-30 14:21:00,
5b366828-4178-4846-8d95-a00f1c6091a9,****0203,CARD_PAYMENT,SUCCESS,49.46,USD,1167.86,,,Amazon,2026-04-29 14:35:00,
28777a80-0ed6-4ce5-8880-9339ff937a05,****0201,CARD_PAYMENT,SUCCESS,9.87,USD,96.33,,,Vultr,2026-04-28 20:50:00,
825c0bdf-6ae8-45e2-8252-495fbf36c001,****0201,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-04-28 17:28:00,
7d4180f5-3c0d-421b-8d80-0ad227ce6582,****0201,CARD_PAYMENT,SUCCESS,23.62,USD,96.33,,,Grab,2026-04-28 06:56:00,
c07cb852-f955-42c3-8831-4d05fbdcc3f9,****0202,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-04-27 16:50:00,
3ab9ac71-0996-455e-8f11-2f029af7769b,****0201,CARD_TOP_UP,SUCCESS,351.65,USD,96.33,,,Top-up from wallet,2026-04-27 14:00:00,
609bf7e3-6fd2-413a-8bb3-6936d3420e9f,,WALLET_WITHDRAW,SUCCESS,351.65,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-27 14:00:00,
05785336-764f-402f-8a52-e144f4a52534,****0201,CARD_PAYMENT,SUCCESS,5.61,USD,96.33,,,Uber,2026-04-27 12:59:00,
9e305609-b460-4ea9-81c8-7939dfb3bea6,,WALLET_WITHDRAW_BANK,SUCCESS,1889.98,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-27 12:01:00,
a06a4b12-efea-43c5-8dd0-fa07b5ddaafa,****0203,CARD_PAYMENT,SUCCESS,2.45,USD,1167.86,,,Uber,2026-04-27 06:02:00,
08285411-2605-4a32-8a92-1627086269e1,****0203,CARD_PAYMENT,SUCCESS,23.68,USD,1167.86,,,The Coffee House,2026-04-26 20:47:00,
73301653-e26a-4be9-899b-0f228e50cfa9,,WALLET_WITHDRAW,SUCCESS,491.29,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-04-26 19:00:00,
ea2b4886-0841-4472-85ef-ae48980b71fa,****0204,CARD_TOP_UP,SUCCESS,491.29,EUR,116.86,,,Top-up from wallet,2026-04-26 19:00:00,
3a781333-25df-4ae2-85b9-a417b08b051a,,WALLET_TOP_UP,SUCCESS,974.85,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-26 18:00:00,
706ef365-51a0-4479-873a-10778d8ac43b,,WALLET_TOP_UP,SUCCESS,1903.52,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-26 15:01:00,
48d93ea9-ce3d-4849-828e-85263e458fc5,****0201,CARD_TOP_UP,SUCCESS,427,USD,96.33,,,Top-up from wallet,2026-04-25 23:06:00,
caaec8b9-eb24-43cf-8c0a-cedc9cfe6c53,,WALLET_WITHDRAW,SUCCESS,427,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-25 23:06:00,
6dad4e0a-343b-4e55-8d2b-3fedaacc8ed1,,WALLET_WITHDRAW,SUCCESS,468.44,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-25 19:06:00,
a3d66cd2-6a90-4bbd-8686-fca6e05f01e5,****0203,CARD_TOP_UP,SUCCESS,468.44,USD,1167.86,,,Top-up from wallet,2026-04-25 19:06:00,
34d03e6f-7ad1-4717-8ab1-a736d200c105,****0203,CARD_TOP_UP,SUCCESS,363.49,USD,1167.86,,,Top-up from wallet,2026-04-25 18:06:00,
e158d632-f8b4-4d1d-894b-6ae15a9e0a81,,WALLET_WITHDRAW,SUCCESS,363.49,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-25 18:06:00,
9d526f00-1992-4826-8983-f59ad165d439,****0203,CARD_TOP_UP,SUCCESS,353.5,USD,1167.86,,,Top-up from wallet,2026-04-25 16:06:00,
ebae2e99-d27e-492a-8521-dce06f90f8a8,,WALLET_WITHDRAW,SUCCESS,353.5,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-25 16:06:00,
3a46040a-2cce-460f-8045-18a04e9c24ff,****0203,CARD_PAYMENT,SUCCESS,137.44,USD,1167.86,,,Shopee,2026-04-25 10:33:00,
23ee0c27-5ff7-4204-8074-a736e49e063f,,WALLET_TOP_UP,SUCCESS,1464.81,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-25 10:06:00,
614e58c5-f33d-4868-8afb-0fc739b1a3b4,,WALLET_WITHDRAW_BANK,SUCCESS,1700.52,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-24 21:01:00,
5a300922-0e38-4758-86f4-8db9266a2f55,,WALLET_WITHDRAW_BANK,SUCCESS,2171.25,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-24 19:15:00,
7dea4c81-fa15-4906-8b3a-4ab556cccb7d,****0204,DECLINE_FEE,SUCCESS,2.08,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-04-24 14:28:00,
a2039c1a-cbf9-4a48-896d-7c06decde076,****0204,CARD_PAYMENT,SUCCESS,207.92,EUR,116.86,,,Shopee,2026-04-24 14:27:00,
ab21bb98-ee07-4c76-8258-9d2bf45b6b11,****0203,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-04-24 14:10:00,
d9a9f31e-edb5-4232-8138-cf31e6f71d69,,WALLET_TOP_UP,SUCCESS,2129.54,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-24 13:15:00,
852d0e04-cbf1-4475-8566-c6dce0d9e029,,WALLET_WITHDRAW,SUCCESS,327.87,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-24 13:01:00,
990ccc7e-0da6-4e18-8964-0469b7266c6d,****0202,CARD_TOP_UP,SUCCESS,327.87,USD,355.72,,,Top-up from wallet,2026-04-24 13:01:00,
6ca9985b-4549-4daf-8140-f6944a256efd,,WALLET_TOP_UP,SUCCESS,2226.49,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-24 09:01:00,
c618aee6-7132-4d35-8fee-534f06996876,****0201,CARD_PAYMENT,SUCCESS,55.92,USD,96.33,,,Apple,2026-04-23 16:24:00,
8ceba434-01b2-4a3a-8473-78885b15656d,,WALLET_WITHDRAW_BANK,SUCCESS,2039.34,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-23 11:36:00,
fe463b0b-57cc-4b33-832d-8a9447626035,,WALLET_TOP_UP,SUCCESS,1759.13,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-23 10:36:00,
1c517ff9-7480-4a41-848d-05adeca4c15f,****0202,CARD_TOP_UP,SUCCESS,251.69,USD,355.72,,,Top-up from wallet,2026-04-23 06:21:00,
b437720d-eba3-4483-8829-b1bc497573f2,,WALLET_WITHDRAW,SUCCESS,251.69,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-23 06:21:00,
984f8381-2388-4cf7-8b97-f2bb8aa6cb6d,,WALLET_TOP_UP,SUCCESS,247.89,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-23 02:39:00,
3a37f693-c152-43cb-822d-e98e31f751ac,,WALLET_TOP_UP,SUCCESS,211.72,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-22 19:21:00,
fc91f6d1-ba86-484c-8c7b-08f1b5f45a73,****0203,CARD_PAYMENT,SUCCESS,8.75,USD,1167.86,,,Vultr,2026-04-22 00:34:00,
0e86c36a-8560-4cc0-83e2-f8d1715b577c,****0203,CARD_PAYMENT,SUCCESS,16.33,USD,1167.86,,,Grab,2026-04-21 23:37:00,
fa166506-e852-4eb8-8c87-38dd8973955b,****0201,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-04-21 20:16:00,
87949ad1-d0c1-4f15-8666-423f0f3722dd,****0203,CARD_TOP_UP,SUCCESS,488.67,USD,1167.86,,,Top-up from wallet,2026-04-21 16:38:00,
9d104bc5-3825-4bc2-8400-acccd1803ec6,,WALLET_WITHDRAW,SUCCESS,488.67,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-04-21 16:38:00,
c4830324-b85e-49bf-8dd7-8e282b9b9b9e,****0202,CARD_PAYMENT,SUCCESS,200.1,USD,355.72,,,Shopee,2026-04-21 11:43:00,
6d7bd9de-7112-45f2-824c-59dbcaa8f835,****0201,CARD_PAYMENT,SUCCESS,34.11,USD,96.33,,,The Coffee House,2026-04-21 02:26:00,
5ccc77a4-87f0-496f-88b5-5db44441110c,,WALLET_WITHDRAW_BANK,SUCCESS,2500.68,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-20 21:44:00,
2a475db9-d53e-4a15-88a6-4bd136afbd4d,,WALLET_TOP_UP,SUCCESS,444.29,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-20 20:38:00,
b3bf29e6-508d-4cf7-8db4-e13b92c3ba35,,WALLET_TOP_UP,SUCCESS,2512.67,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-20 14:44:00,
df53c4c5-9cb8-40db-84a2-7936aa065123,****0201,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-04-18 12:24:00,
4c9c1538-8b7f-462a-8dc1-555631fb2d31,****0202,CARD_PAYMENT,SUCCESS,65.7,USD,355.72,,,Shopee,2026-04-18 06:15:00,
0ee5cd4d-f00b-4a24-8a48-caa56f9f13da,,WALLET_WITHDRAW,SUCCESS,302.2,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-16 16:59:00,
a4a5aebe-43d4-4bcb-806e-467d93ace2e0,****0202,CARD_TOP_UP,SUCCESS,302.2,USD,355.72,,,Top-up from wallet,2026-04-16 16:59:00,
1a8bbfe0-eade-4d65-8fdc-ecb34c71caf8,,WALLET_TOP_UP,SUCCESS,357.45,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-16 09:59:00,
22ed6ee8-2155-4882-89bf-d6a90381d8bb,****0201,CARD_TOP_UP,FAILURE,460.37,USD,96.33,,,Top-up from wallet,2026-04-15 15:02:00,
f4cfeecd-6ee2-4e32-8728-cd5a0a16aa72,,WALLET_WITHDRAW,SUCCESS,460.37,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-15 15:02:00,
32bcd073-6278-40fe-81f4-2b76d27b9e7c,,WALLET_WITHDRAW,SUCCESS,215.37,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-04-15 14:02:00,
a650123e-8901-4572-8978-754fdb08702b,****0204,CARD_TOP_UP,SUCCESS,215.37,EUR,116.86,,,Top-up from wallet,2026-04-15 14:02:00,
ff83a835-9e0d-48bd-8b59-75a5c08d7959,****0202,CARD_PAYMENT,SUCCESS,32.66,USD,355.72,,,Amazon,2026-04-15 13:55:00,
18ab39eb-5127-45ac-83f3-925be22c2b51,,WALLET_WITHDRAW,SUCCESS,499.14,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-15 08:02:00,
e602cd2a-f0ea-4a60-8bb7-aaacab7c4789,****0201,CARD_TOP_UP,SUCCESS,499.14,USD,96.33,,,Top-up from wallet,2026-04-15 08:02:00,
7ac5c18f-beb3-4031-8617-d0496d11bf98,****0203,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-04-15 08:00:00,
96bfd1fa-6a63-4173-8b90-d0a3b7c34dbe,,WALLET_WITHDRAW_BANK,SUCCESS,1098.53,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-15 04:02:00,
d623dc9a-d902-43c2-8719-0b3d33129bc3,,WALLET_TOP_UP,SUCCESS,2318.76,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-14 22:02:00,
0a9083fa-ef48-496a-87ca-e8bea4d6b4fd,****0204,DECLINE_FEE,SUCCESS,1.99,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-04-14 15:56:00,
7e86ae8c-3ffa-4ab6-8ba4-2d633fe6a3d4,****0204,CARD_PAYMENT,SUCCESS,198.76,EUR,116.86,,,Shopee,2026-04-14 15:55:00,
d8e10b34-b9f6-43bd-83ea-94b1c91fe72c,****0202,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-04-12 19:12:00,
183372c9-75b6-4fb3-8fd2-8515445edb3b,,WALLET_WITHDRAW_BANK,SUCCESS,1485.82,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-10 12:16:00,
5f9f32cd-1897-4c6d-89a8-d49643994b65,****0204,CARD_TOP_UP,SUCCESS,194.64,EUR,116.86,,,Top-up from wallet,2026-04-10 09:16:00,
73def610-2ed5-4d26-8ea5-af971c2cbdbe,,WALLET_WITHDRAW,SUCCESS,194.64,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-04-10 09:16:00,
ac27d213-362a-44c3-8149-e773ced44d96,****0204,DECLINE_FEE,SUCCESS,0.41,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-04-10 04:31:00,
873d4804-1d2e-4948-87e6-27ce3868de36,****0204,CARD_PAYMENT,SUCCESS,41.2,EUR,116.86,,,Shopee,2026-04-10 04:30:00,
f3adc032-ea18-4b3e-8119-4b13b55c5d47,,WALLET_TOP_UP,SUCCESS,1622.32,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-09 22:16:00,
06b12f97-06fc-45f1-8ebc-508f3ec7cb24,****0202,CARD_PAYMENT,PROCESSING,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-04-09 14:39:00,
e380ed2a-9730-4895-8e3c-b79775fae4af,****0201,CARD_PAYMENT,SUCCESS,6.54,USD,96.33,,,Grab,2026-04-09 13:09:00,
904a2b23-36ea-4162-89f8-88717b87b408,****0202,CARD_PAYMENT,SUCCESS,425.39,USD,355.72,,,Facebook Ads,2026-04-09 05:18:00,
439aab6f-4d20-40d4-85f4-3b345a24caeb,,WALLET_WITHDRAW_BANK,SUCCESS,1286,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-08 16:24:00,
e150ff41-300d-42d0-8954-187f1f62db62,****0203,CARD_PAYMENT,SUCCESS,45.51,USD,1167.86,,,Apple,2026-04-08 10:20:00,
f23d53a2-0e5d-4ffe-87aa-2286ce8cc7ac,****0201,CARD_PAYMENT,SUCCESS,43.54,USD,96.33,,,Steam,2026-04-08 08:32:00,
d2173da6-3332-4ceb-84d5-1add95169283,,WALLET_TOP_UP,SUCCESS,1277.73,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-08 08:24:00,
320a3279-0a57-43c9-80fd-1087a8e90523,****0203,CARD_PAYMENT,SUCCESS,35.1,USD,1167.86,,,Steam,2026-04-07 11:16:00,
5151d207-0d59-426a-85c8-d9fe09de9ecf,****0202,CARD_TOP_UP,SUCCESS,418.88,USD,355.72,,,Top-up from wallet,2026-04-07 05:52:00,
7f18f247-b53c-44a5-865e-59a8899a3fb9,,WALLET_WITHDRAW,SUCCESS,418.88,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-07 05:52:00,
570f2eb0-fe95-4dad-8bcf-e372c8503f40,****0202,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,,,Subscription NETFLIX.COM,2026-04-06 19:52:00,
45f7cd37-8298-4fb6-8d8b-57f6c04146ee,,WALLET_WITHDRAW,SUCCESS,515.14,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-06 18:52:00,
95c565b4-67ac-4da2-8d13-e6418a841c41,****0201,CARD_TOP_UP,SUCCESS,515.14,USD,96.33,,,Top-up from wallet,2026-04-06 18:52:00,
9a2cf3d9-f11a-44f1-87e1-9e0d2150d104,,WALLET_TOP_UP,SUCCESS,973.99,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-06 17:52:00,
609e63c4-e6dd-4b10-8659-1bdd920b9411,****0201,CARD_PAYMENT,SUCCESS,21.15,USD,96.33,,,Namecheap,2026-04-06 07:22:00,
19af4e36-fc80-4128-8a0b-2a009e01a0e2,****0202,CARD_PAYMENT,PENDING,70.36,USD,355.72,,,Booking.com,2026-04-05 21:59:00,
ee11efab-1071-43f4-8699-c13cdb9bbb25,****0201,CARD_PAYMENT,SUCCESS,30.2,USD,96.33,,,Uber,2026-04-04 06:07:00,
835fe4fa-0520-45bf-8071-abc493c8e02a,****0202,CARD_PAYMENT,SUCCESS,104.79,USD,355.72,,,Google Ads,2026-04-03 18:25:00,
f71a8f63-045f-4702-8b32-4a71ae1407c8,****0203,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-04-03 16:48:00,
761fd7fd-30a5-499d-84bd-91c940dc4729,****0201,CARD_PAYMENT,SUCCESS,53.2,USD,96.33,,,Namecheap,2026-04-03 15:55:00,
2975b21b-205d-452e-859c-4d1288981d7d,,WALLET_WITHDRAW_BANK,SUCCESS,1132.61,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-02 17:03:00,
7e86fa68-8ae3-4f41-88e1-b58f424eccea,,WALLET_TOP_UP,SUCCESS,1092.7,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-02 03:03:00,
cdb0a3d2-35bb-4805-8382-ff1b02c93f92,,WALLET_WITHDRAW_BANK,SUCCESS,1885.83,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-01 15:08:00,
ace2737d-64ed-4446-8e8b-3022b9f35cc7,,WALLET_WITHDRAW,SUCCESS,331.09,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-01 10:08:00,
c46ad0a5-6d8e-466e-8369-dc9ef091370b,****0202,CARD_TOP_UP,SUCCESS,331.09,USD,355.72,,,Top-up from wallet,2026-04-01 10:08:00,
73e839ad-2639-432d-889a-a3603b8f4e2f,,WALLET_TOP_UP,SUCCESS,2139.53,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-01 05:08:00,
8c2dca89-8c92-491e-86d9-aa541137774c,****0202,CARD_PAYMENT,SUCCESS,17.73,USD,355.72,,,Grab,2026-03-31 20:09:00,
4a865c94-9170-4c74-867c-dfc261dd8216,****0201,CARD_PAYMENT,SUCCESS,32.45,USD,96.33,,,Amazon,2026-03-29 08:28:00,
326ff6eb-fe04-4563-896d-7f317bedffdc,****0203,CARD_PAYMENT,SUCCESS,216.69,USD,1167.86,,,Lazada,2026-03-29 02:48:00,
cacf72e8-f8f9-4f75-8909-f3a1b324381f,****0201,CARD_PAYMENT,SUCCESS,11.51,USD,96.33,,,The Coffee House,2026-03-29 01:40:00,
cb58f0fc-8c84-45cd-88ce-6d79deaa9b13,****0201,CARD_PAYMENT,PROCESSING,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-03-28 17:29:00,
4a64fbc5-4654-41d0-84c6-b0ba09b3d9a6,****0204,DECLINE_FEE,SUCCESS,0.12,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-03-28 10:53:00,
c83888b9-fdb3-4a7c-875c-b19a77beac9f,****0204,CARD_PAYMENT,SUCCESS,11.73,EUR,116.86,,,Shopee,2026-03-28 10:52:00,
80ce914f-6bac-4fa5-863f-eb8b5a956149,****0201,CARD_PAYMENT,SUCCESS,17.29,USD,96.33,,,Grab,2026-03-28 08:03:00,
67a769df-d512-4b49-81b5-04a8cab5af6d,****0203,CARD_PAYMENT,SUCCESS,216.75,USD,1167.86,,,Amazon,2026-03-27 19:56:00,
7cd419db-fcd8-426c-8dd7-0b27dbe594f4,****0202,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-03-27 13:22:00,
1f0be982-57eb-4612-8123-639cfe47e383,****0202,CARD_PAYMENT,SUCCESS,25.07,USD,355.72,,,Apple,2026-03-27 09:51:00,
19e39b13-7e2c-4e75-870c-cdc6790e6db4,****0203,CARD_PAYMENT,SUCCESS,15.84,USD,1167.86,,,Shopee,2026-03-26 13:15:00,
2c8f0fdb-126f-4a4b-821e-99adf8b94ccc,,WALLET_WITHDRAW_BANK,SUCCESS,1689.77,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-25 05:27:00,
60d67ee4-bc74-47d1-8ec4-24af40185e82,,WALLET_TOP_UP,SUCCESS,1801.08,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-03-24 17:27:00,
9fc32a7b-3b2e-4d8d-8459-238fac75e86e,****0203,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-03-24 13:00:00,
c1b11b77-6067-417d-82b1-e39d365b0de0,****0202,CARD_PAYMENT,SUCCESS,84.8,USD,355.72,,,Amazon,2026-03-23 22:38:00,
8e93e090-332d-4a8a-8742-5a4b4e3a6ba5,****0202,CARD_PAYMENT,FAILURE,20.38,USD,355.72,,,Grab,2026-03-23 17:10:00,
803e2bb9-e725-4a0c-8de6-29ff86bac658,****0201,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-03-21 12:57:00,
de9aea29-46c8-4d8a-84c9-9ca3110c81fd,****0203,CARD_PAYMENT,SUCCESS,155.82,USD,1167.86,,,Lazada,2026-03-19 15:33:00,
e05b5216-5916-4f7a-8c54-14ff71818c31,****0201,CARD_PAYMENT,SUCCESS,18.79,USD,96.33,,,Shopee,2026-03-18 14:35:00,
014a13ac-45b5-4780-81c8-93dff3f44d4f,****0202,CARD_PAYMENT,SUCCESS,248.04,USD,355.72,,,Facebook Ads,2026-03-18 12:45:00,
